Title,Image_Name,Macronutrients,Protein,Fat,Carbs,Total Calories
Pan con Tomate,pan-con-tomate,"[Protein = 13.9g, Fat = 24.5g, Carbs = 64.2g, Total Calories = 600]",13.9,24.5,64.2,600.0
Green Goddess Crunch Sandwich,green-goddess-crunch-sandwich,"[Protein = 13.6g, Fat = 34.8g, Carbs = 45.3g, Total Calories = 590]",13.6,34.8,45.3,590.0
Peak-Season Slushies,peak-season-slushies,"[Protein = 3.6g, Fat = 5.8g, Carbs = 41.3g, Total Calories = 250]",3.6,5.8,41.3,250.0
Tomato-and-Cheese Cobbler,tomato-and-cheese-cobbler,"[Protein = 16.7g, Fat = 48.9g, Carbs = 85.8g, Total Calories = 880]",16.7,48.9,85.8,880.0
Tomato and Walnut Pesto,tomato-and-walnut-pesto,"[Protein = 19.5g, Fat = 42.2g, Carbs = 82.1g, Total Calories = 860]",19.5,42.2,82.1,860.0
Sticky Grilled Chicken,sticky-chicken-apricot-glaze,"[Protein = 62.4g, Fat = 39.7g, Carbs = 77.4g, Total Calories = 1100]",62.4,39.7,77.4,1100.0
"Baked Tomatoes, Peppers, and Goat Cheese with Crisped Toasts",baked-tomatoes-peppers-and-goat-cheese-with-crisped-toasts,"[Protein = 22.4g, Fat = 32.3g, Carbs = 42.8g, Total Calories = 680]",22.4,32.3,42.8,680.0
Grilled Sweet Corn with Basil Butter,grilled-sweet-corn-with-basil-butter,"[Protein = 6.5g, Fat = 9.5g, Carbs = 21.2g, Total Calories = 180]",6.5,9.5,21.2,180.0
Late Summer Tomatoes with Fresh Herbs,late-summer-tomatoes-with-fresh-herbs,"[Protein = 9.5g, Fat = 30.8g, Carbs = 50.7g, Total Calories = 590]",9.5,30.8,50.7,590.0
Pecan Bourbon Baklava,pecan-bourbon-baklava,"[Protein = 11.3g, Fat = 46.7g, Carbs = 63.2g, Total Calories = 800]",11.3,46.7,63.2,800.0
Flat Beans with Mustard Thyme Vinaigrette,flat-beans-with-mustard-thyme-vinaigrette,"[Protein = 3.9g, Fat = 22.5g, Carbs = 36.2g, Total Calories = 400]",3.9,22.5,36.2,400.0
"Massaged Kale with Tomatoes, Creamed Mozzarella, and Wild Rice",massaged-kale-with-tomatoes-creamed-mozzarella-and-wild-rice,"[Protein = 22.1g, Fat = 28.3g, Carbs = 87.5g, Total Calories = 860]",22.1,28.3,87.5,860.0
Green Bean and Tuna Salad with Basil Dressing,green-bean-and-tuna-salad-with-basil-dressing,"[Protein = 10.1g, Fat = 33.9g, Carbs = 57.9g, Total Calories = 690]",10.1,33.9,57.9,690.0
Mais con Yelo,mais-con-yelo,"[Protein = 8.7g, Fat = 30.6g, Carbs = 92.1g, Total Calories = 840]",8.7,30.6,92.1,840.0
Coconut Rice Pudding Pie,rice-pudding-pie,"[Protein = 9.1g, Fat = 29.8g, Carbs = 65.6g, Total Calories = 650]",9.1,29.8,65.6,650.0
Fried Okra,fried-okra,"[Protein = 5.2g, Fat = 16.7g, Carbs = 35.1g, Total Calories = 380]",5.2,16.7,35.1,380.0
Big-Batch Marinated Bell Peppers,big-batch-marinated-bell-peppers,"[Protein = 4.8g, Fat = 29.5g, Carbs = 29.3g, Total Calories = 540]",4.8,29.5,29.3,540.0
"Pasta with Clams, Corn, and Basil Pesto",pasta-with-clams-corn-and-basil-pesto,"[Protein = 18.3g, Fat = 37.1g, Carbs = 63.6g, Total Calories = 760]",18.3,37.1,63.6,760.0
Potato Tahdig,potato-tahdig,"[Protein = 9.0g, Fat = 30.8g, Carbs = 77.3g, Total Calories = 710]",9.0,30.8,77.3,710.0
Crab Salad Tostadas,crab-salad-tostadas,"[Protein = 23.3g, Fat = 42.7g, Carbs = 63.7g, Total Calories = 850]",23.3,42.7,63.7,850.0
Make-Ahead Instant Pot Grilled Ribs,make-ahead-instant-pot-grilled-ribs,"[Protein = 58.6g, Fat = 48.3g, Carbs = 89.2g, Total Calories = 1080]",58.6,48.3,89.2,1080.0
Halloumi and Sweet Potato Burgers,halloumi-and-sweet-potato-veggie-burgers,"[Protein = 21.9g, Fat = 31.9g, Carbs = 69.5g, Total Calories = 770]",21.9,31.9,69.5,770.0
Mai Tai Rum Babas,mai-tai-rum-babas,"[Protein = 17.7g, Fat = 40.2g, Carbs = 75.9g, Total Calories = 850]",17.7,40.2,75.9,850.0
Korean-Style Grilled Wings with Cucumber-Kimchi Salad,korean-style-grilled-wings-with-cucumber-kimchi-salad,"[Protein = 36.4g, Fat = 42.5g, Carbs = 51.2g, Total Calories = 830]",36.4,42.5,51.2,830.0
White Peach and Bourbon Vanilla Ice-Cream,white-peach-and-bourbon-vanilla-ice-cream,"[Protein = 21.3g, Fat = 40.2g, Carbs = 69.8g, Total Calories = 820]",21.3,40.2,69.8,820.0
Second City Diner Veggie Burger,second-city-diner-mushroom-veggie-burger,"[Protein = 7.4g, Fat = 23.5g, Carbs = 74.2g, Total Calories = 600]",7.4,23.5,74.2,600.0
Pop It Like It's Hot Popcorn,pop-it-like-its-hot-homemade-popcorn,"[Protein = 12.7g, Fat = 20.3g, Carbs = 45.2g, Total Calories = 490]",12.7,20.3,45.2,490.0
Grilled Chicken Caesar Sandwiches,grilled-chicken-caesar-sandwiches,"[Protein = 20.6g, Fat = 38.1g, Carbs = 56.6g, Total Calories = 760]",20.6,38.1,56.6,760.0
Cherry Biscuit Cobbler,cherry-biscuit-cobbler,"[Protein = 4.1g, Fat = 24.2g, Carbs = 63.3g, Total Calories = 580]",4.1,24.2,63.3,580.0
Grilled Summer Squash and Red Onion with Feta,grilled-summer-squash-and-red-onion-with-feta,"[Protein = 7.5g, Fat = 31.9g, Carbs = 74.2g, Total Calories = 700]",7.5,31.9,74.2,700.0
Corn Cacio e Pepe,corn-cacio-e-pepe,"[Protein = 17.8g, Fat = 32.9g, Carbs = 63.8g, Total Calories = 740]",17.8,32.9,63.8,740.0
Spicy Chicken Lettuce Wraps,spicy-chicken-lettuce-wraps,"[Protein = 24.7g, Fat = 26.9g, Carbs = 53.1g, Total Calories = 670]",24.7,26.9,53.1,670.0
Magic Crispy Chicken,magic-oven-fried-crispy-chicken-thighs,"[Protein = 38.9g, Fat = 46.3g, Carbs = 58.2g, Total Calories = 900]",38.9,46.3,58.2,900.0
Grilled Chicken with Lemon and Thyme,grilled-chicken-with-lemon-and-thyme,"[Protein = 45.8g, Fat = 56.2g, Carbs = 60.3g, Total Calories = 1060]",45.8,56.2,60.3,1060.0
Chicken Under a Brick in a Hurry,chicken-under-a-brick-in-a-hurry,"[Protein = 53.6g, Fat = 60.5g, Carbs = 58.2g, Total Calories = 1140]",53.6,60.5,58.2,1140.0
Chicken Thighs with Crunchy Summer Veg,chicken-thighs-with-crunchy-summer-vegetable-salad,"[Protein = 39.6g, Fat = 29.3g, Carbs = 25.2g, Total Calories = 540]",39.6,29.3,25.2,540.0
Soy Sauce–Marinated Grilled Flank Steak and Scallions,soy-sauce-marinated-grilled-flank-steak-and-scallions,"[Protein = 46.3g, Fat = 47.4g, Carbs = 47.2g, Total Calories = 1010]",46.3,47.4,47.2,1010.0
Jalapeño-Marinated Grilled Pork Chops,jalapeno-marinated-grilled-pork-chops,"[Protein = 44.7g, Fat = 47.6g, Carbs = 44.2g, Total Calories = 1000]",44.7,47.6,44.2,1000.0
Grilled Swordfish with Tomatoes and Oregano,grilled-swordfish-with-tomatoes-and-oregano,"[Protein = 45.2g, Fat = 49.2g, Carbs = 53.7g, Total Calories = 1050]",45.2,49.2,53.7,1050.0
Grilled Shrimp with Turmeric Mojo Sauce,grilled-shrimp-with-turmeric-mojo-sauce,"[Protein = 38.2g, Fat = 46.3g, Carbs = 62.8g, Total Calories = 940]",38.2,46.3,62.8,940.0
"Grilled Scallops with Nori, Ginger, and Lime",grilled-scallops-with-nori-ginger-and-lime,"[Protein = 32.1g, Fat = 35.7g, Carbs = 32.6g, Total Calories = 750]",32.1,35.7,32.6,750.0
Grilled Salt-and-Pepper Black Bass with Curry Verde,grilled-salt-and-pepper-whole-black-bass-with-curry-verde,"[Protein = 37.2g, Fat = 41.3g, Carbs = 61.5g, Total Calories = 880]",37.2,41.3,61.5,880.0
Garlicky Grilled Squid with Marinated Peppers,garlicky-grilled-squid-with-marinated-peppers,"[Protein = 23.8g, Fat = 33.4g, Carbs = 69.4g, Total Calories = 780]",23.8,33.4,69.4,780.0
Crispy-Skinned Salmon with Whole Lemon–Sesame Sauce,grilled-crispy-skinned-salmon-with-whole-lemon-sesame-sauce,"[Protein = 51.8g, Fat = 37.1g, Carbs = 66.1g, Total Calories = 900]",51.8,37.1,66.1,900.0
Clams with Spicy Tomato Broth and Garlic Mayo,clams-with-spicy-tomato-broth-and-garlic-mayo,"[Protein = 26.5g, Fat = 41.2g, Carbs = 72.6g, Total Calories = 880]",26.5,41.2,72.6,880.0
Tomato-Watermelon Salad with Turmeric Oil,tomato-watermelon-salad-with-turmeric-oil,"[Protein = 19.9g, Fat = 34.5g, Carbs = 42.2g, Total Calories = 710]",19.9,34.5,42.2,710.0
Honeydew Salad with Ginger Dressing and Peanuts,honeydew-salad-with-ginger-dressing-and-peanuts,"[Protein = 19.3g, Fat = 32.4g, Carbs = 64.8g, Total Calories = 740]",19.3,32.4,64.8,740.0
Cantaloupe with Sugar Snap Peas and Ricotta Salata,cantaloupe-with-sugar-snap-peas-and-ricotta-salata,"[Protein = 13.4g, Fat = 22.1g, Carbs = 64.5g, Total Calories = 610]",13.4,22.1,64.5,610.0
Saucy Beans and Artichoke Hearts with Feta,saucy-beans-and-artichoke-hearts-with-feta,"[Protein = 29.6g, Fat = 41.3g, Carbs = 55.1g, Total Calories = 850]",29.6,41.3,55.1,850.0
Stone Fruit Clafoutis,stone-fruit-clafoutis,"[Protein = 17.5g, Fat = 26.2g, Carbs = 58.7g, Total Calories = 650]",17.5,26.2,58.7,650.0
Panchos Argentinos (Argentine-Style Hot Dogs),panchos-argentinos-argentine-style-hot-dogs,"[Protein = 21.4g, Fat = 43.8g, Carbs = 65.2g, Total Calories = 810]",21.4,43.8,65.2,810.0
Skillet Cornbread With Bacon Fat and Brown Sugar,skillet-cornbread-with-bacon-fat-and-brown-sugar,"[Protein = 18.2g, Fat = 27.4g, Carbs = 69.8g, Total Calories = 720]",18.2,27.4,69.8,720.0
Spicy Egg Sandwich with Sausage and Pickled Peppers,spicy-egg-sandwich-with-sausage-and-pickled-peppers,"[Protein = 23.8g, Fat = 29.3g, Carbs = 47.1g, Total Calories = 740]",23.8,29.3,47.1,740.0
"Spaghetti with Tuna, Tomatoes, and Olives",spaghetti-with-tuna-tomatoes-and-olives-56389800,"[Protein = 34.2g, Fat = 37.1g, Carbs = 70.3g, Total Calories = 900]",34.2,37.1,70.3,900.0
Zucchini Noodles with Anchovy Butter,zucchini-noodles-with-anchovy-butter-56389802,"[Protein = 18.5g, Fat = 37.4g, Carbs = 67.5g, Total Calories = 780]",18.5,37.4,67.5,780.0
Cold Soba Noodles with Miso and Smoked Tofu,cold-soba-noodles-with-miso-and-smoked-tofu-56389798,"[Protein = 24.5g, Fat = 32.7g, Carbs = 53.7g, Total Calories = 740]",24.5,32.7,53.7,740.0
Spicy Salmon Teriyaki with Steamed Bok Choy,spicy-salmon-teriyaki-with-steamed-bok-choy,"[Protein = 25.5g, Fat = 29.8g, Carbs = 60.2g, Total Calories = 790]",25.5,29.8,60.2,790.0
Grilled Steak With Peas and Eggplant Over Whipped Ricotta,grilled-steak-with-peas-and-eggplant-over-whipped-ricotta,"[Protein = 33.8g, Fat = 51.3g, Carbs = 62.8g, Total Calories = 990]",33.8,51.3,62.8,990.0
Country-Style Ribs with Quick-Pickled Watermelon,country-style-ribs-with-quick-pickled-watermelon,"[Protein = 42.7g, Fat = 60.2g, Carbs = 70.4g, Total Calories = 1150]",42.7,60.2,70.4,1150.0
Halloumi Puff Pastry Twists,halloumi-puff-pastry-twists,"[Protein = 19.8g, Fat = 26.2g, Carbs = 57.3g, Total Calories = 710]",19.8,26.2,57.3,710.0
Loaded Halloumi Flatbreads,loaded-halloumi-flatbreads,"[Protein = 21.9g, Fat = 33.1g, Carbs = 58.8g, Total Calories = 800]",21.9,33.1,58.8,800.0
"Beet ""Poke"" Bowl",marinated-beet-poke-rice-bowl,"[Protein = 18.9g, Fat = 27.2g, Carbs = 56.1g, Total Calories = 700]",18.9,27.2,56.1,700.0
Squash Blossom Cheeseadilla,squash-blossom-cheeseadilla,"[Protein = 5.4g, Fat = 18.1g, Carbs = 31.2g, Total Calories = 330]",5.4,18.1,31.2,330.0
Mango Slushie,mango-kombucha-slushie-smoothie,"[Protein = 0g, Fat = 2.8g, Carbs = 25.3g, Total Calories = 130]",0.0,2.8,25.3,130.0
Cucumber-Seaweed Salad,cucumber-seaweed-salad,"[Protein = 2.3g, Fat = 6.7g, Carbs = 12.2g, Total Calories = 110]",2.3,6.7,12.2,110.0
Double-Fried Chicken Wings,double-fried-chicken-wings,"[Protein = 16.3g, Fat = 25.3g, Carbs = 31.4g, Total Calories = 510]",16.3,25.3,31.4,510.0
Spiced Lamb Burgers with Spring Slaw,spiced-lamb-burgers-with-asparagus-snap-pea-slaw,"[Protein = 45.6g, Fat = 49.4g, Carbs = 61.2g, Total Calories = 1100]",45.6,49.4,61.2,1100.0
Spring Greens and Leek Gratin,spring-greens-and-leek-gratin,"[Protein = 22.7g, Fat = 25.2g, Carbs = 57.6g, Total Calories = 640]",22.7,25.2,57.6,640.0
Big-Batch Instant Pot White Beans,big-batch-instant-pot-white-beans,"[Protein = 16.9g, Fat = 18.2g, Carbs = 34.9g, Total Calories = 440]",16.9,18.2,34.9,440.0
Grilled Greens and Cheese on Toast,grilled-greens-and-cheese-on-toast,"[Protein = 14.6g, Fat = 32.5g, Carbs = 49.4g, Total Calories = 640]",14.6,32.5,49.4,640.0
Old-School Tiramisù,old-school-tiramisu,"[Protein = 19.5g, Fat = 34.9g, Carbs = 72.1g, Total Calories = 820]",19.5,34.9,72.1,820.0
Grilled Chicken Skewers With Toum (Shish Taouk),grilled-chicken-skewers-with-toum-shish-taouk,"[Protein = 42.6g, Fat = 32.4g, Carbs = 58.9g, Total Calories = 940]",42.6,32.4,58.9,940.0
Easiest Chicken Adobo,easiest-chicken-adobo,"[Protein = 41.2g, Fat = 29.9g, Carbs = 69.4g, Total Calories = 900]",41.2,29.9,69.4,900.0
Chicken with Lemon and Spicy Spring Onions,chicken-with-lemon-and-spicy-spring-onions,"[Protein = 75.5g, Fat = 69.7g, Carbs = 87.3g, Total Calories = 1600]",75.5,69.7,87.3,1600.0
Ginger-Grilled Chicken and Radishes with Miso-Scallion Dressing,ginger-grilled-chicken-and-radishes-with-miso-scallion-dressing,"[Protein = 61.1g, Fat = 45.3g, Carbs = 75.5g, Total Calories = 1100]",61.1,45.3,75.5,1100.0
Chicken Piccata,chicken-piccata,"[Protein = 59.2g, Fat = 54.9g, Carbs = 70.4g, Total Calories = 1200]",59.2,54.9,70.4,1200.0
Sumac-Rubbed Lamb with Minty Artichokes,sumac-rubbed-roast-leg-of-lamb-with-minty-artichokes,"[Protein = 65.7g, Fat = 53.7g, Carbs = 81.5g, Total Calories = 1300]",65.7,53.7,81.5,1300.0
Steak and Spring Vegetable Stir-Fry,steak-asparagus-snap-pea-spring-vegetable-stir-fry,"[Protein = 43.7g, Fat = 48.4g, Carbs = 60.3g, Total Calories = 1060]",43.7,48.4,60.3,1060.0
Crispy-Skin Salmon with Miso-Honey Sauce,crispy-skin-salmon-with-miso-honey-sauce,"[Protein = 46.5g, Fat = 49.3g, Carbs = 71.7g, Total Calories = 1110]",46.5,49.3,71.7,1110.0
Spicy Pork Bowls with Greens,spicy-pork-bowls-with-greens,"[Protein = 52.1g, Fat = 57.4g, Carbs = 83.2g, Total Calories = 1200]",52.1,57.4,83.2,1200.0
Butter-Roasted Halibut with Asparagus and Olives,butter-roasted-halibut-with-asparagus-and-olives,"[Protein = 67.1g, Fat = 58.4g, Carbs = 96.3g, Total Calories = 1300]",67.1,58.4,96.3,1300.0
Shrimp and Basil Stir-Fry,shrimp-and-basil-stir-fry,"[Protein = 30.6g, Fat = 27.1g, Carbs = 53.3g, Total Calories = 680]",30.6,27.1,53.3,680.0
Strawberry-Granola Crisp,strawberry-almond-oat-granola-crisp,"[Protein = 4.7g, Fat = 5.9g, Carbs = 45.8g, Total Calories = 240]",4.7,5.9,45.8,240.0
Muhammara,muhammara,"[Protein = 11.9g, Fat = 19.2g, Carbs = 50.3g, Total Calories = 490]",11.9,19.2,50.3,490.0
Crispy Pita with Chickpeas and Yogurt (Fattet Hummus),crispy-pita-with-chickpeas-and-yogurt-fattet-hummus,"[Protein = 25.7g, Fat = 34.4g, Carbs = 45.6g, Total Calories = 720]",25.7,34.4,45.6,720.0
Cabbage Tabbouleh,cabbage-tabbouleh,"[Protein = 10.3g, Fat = 31.6g, Carbs = 46.2g, Total Calories = 650]",10.3,31.6,46.2,650.0
Tomato Salad with Pine Nuts and Pomegranate Molasses,tomato-salad-with-pine-nuts-and-pomegranate-molasses,"[Protein = 7.8g, Fat = 38.5g, Carbs = 50.4g, Total Calories = 820]",7.8,38.5,50.4,820.0
Smoky Eggplant Dip (Eggplant Moutabal),smoky-eggplant-dip-eggplant-moutabal,"[Protein = 9.5g, Fat = 35.7g, Carbs = 49.2g, Total Calories = 770]",9.5,35.7,49.2,770.0
Seven-Spice Grilled Lamb Chops with Parsley Salad,seven-spice-grilled-lamb-chops-with-parsley-salad,"[Protein = 39.6g, Fat = 61.5g, Carbs = 46.5g, Total Calories = 1050]",39.6,61.5,46.5,1050.0
One-of-Each Soup,one-of-each-soup-105905,"[Protein = 7.4g, Fat = 33.5g, Carbs = 63.4g, Total Calories = 750]",7.4,33.5,63.4,750.0
Deconstructed Falafel Salad,deconstructed-falafel-salad,"[Protein = 12.5g, Fat = 35.8g, Carbs = 54.1g, Total Calories = 760]",12.5,35.8,54.1,760.0
Strawberry Smoothie,strawberry-smoothie,"[Protein = 8.7g, Fat = 27.6g, Carbs = 50.2g, Total Calories = 570]",8.7,27.6,50.2,570.0
Spiced Quinoa and Chickpea Bites,spiced-quinoa-and-chickpea-bites,"[Protein = 14.8g, Fat = 26.1g, Carbs = 72.4g, Total Calories = 750]",14.8,26.1,72.4,750.0
Chocolatey Chocolate Cake,chocolatey-chocolate-cake,"[Protein = 6.3g, Fat = 33.7g, Carbs = 90.1g, Total Calories = 940]",6.3,33.7,90.1,940.0
East 62nd Street Lemon Cake,east-62nd-street-lemon-cake,"[Protein = 7.8g, Fat = 35.6g, Carbs = 66.3g, Total Calories = 870]",7.8,35.6,66.3,870.0
Buttermilk Waffles,buttermilk-waffles,"[Protein = 10.2g, Fat = 45.1g, Carbs = 70.2g, Total Calories = 960]",10.2,45.1,70.2,960.0
Herb-Infused Lemon-Strawberry Loaf,herb-infused-lemon-strawberry-loaf,"[Protein = 7.6g, Fat = 38.7g, Carbs = 68.2g, Total Calories = 880]",7.6,38.7,68.2,880.0
Pear Pitcher Margaritas with Chile-Lime Rims,pear-pitcher-margarita-tequila-cocktail-with-chile-lime-rims,"[Protein = 6.8g, Fat = 31.4g, Carbs = 70.7g, Total Calories = 760]",6.8,31.4,70.7,760.0
Spiced Lamb Wraps with Ramp Raita,spiced-lamb-wraps-with-ramp-raita,"[Protein = 34.5g, Fat = 39.6g, Carbs = 42.3g, Total Calories = 870]",34.5,39.6,42.3,870.0
Quick Breakfast Quinoa,quick-breakfast-quinoa-bowl,"[Protein = 14.9g, Fat = 25.3g, Carbs = 83.1g, Total Calories = 830]",14.9,25.3,83.1,830.0
Carrot Curry,carrot-curry,"[Protein = 9.6g, Fat = 26.7g, Carbs = 47.8g, Total Calories = 740]",9.6,26.7,47.8,740.0
Crunchy Gluten-Free Chicken Tenders,crunchy-gluten-free-chicken-tenders,"[Protein = 13.2g, Fat = 29.5g, Carbs = 49.4g, Total Calories = 760]",13.2,29.5,49.4,760.0
Crawfish Salad,crawfish-salad,"[Protein = 14.7g, Fat = 30.5g, Carbs = 51.2g, Total Calories = 770]",14.7,30.5,51.2,770.0
Grilled Chicken Skewers,grilled-chicken-skewers-with-pineapple-and-mushrooms,"[Protein = 31.2g, Fat = 17.5g, Carbs = 47.9g, Total Calories = 670]",31.2,17.5,47.9,670.0
Potatoes with Roasted Poblano Chiles and Mexican Sour Cream (Papas con Rajas y Crema Ácida),potatoes-roasted-poblano-chiles-mexican-sour-cream-papas-con-rajas-y-crema-acida,"[Protein = 3.6g, Fat = 15.7g, Carbs = 45.1g, Total Calories = 290]",3.6,15.7,45.1,290.0
Big-Batch Pancake and Waffle Mix,big-batch-pancake-and-waffle-mix,"[Protein = 12.8g, Fat = 29.3g, Carbs = 53.4g, Total Calories = 690]",12.8,29.3,53.4,690.0
Crispy Fried Shallots,crispy-fried-shallots,"[Protein = 5.1g, Fat = 31.9g, Carbs = 32.6g, Total Calories = 610]",5.1,31.9,32.6,610.0
Spinach and Artichoke Melts,spinach-and-artichoke-melts,"[Protein = 13.4g, Fat = 34.7g, Carbs = 62.5g, Total Calories = 800]",13.4,34.7,62.5,800.0
Za’atar Chicken with Garlicky Yogurt,za-atar-chicken-with-garlicky-yogurt,"[Protein = 47.6g, Fat = 48.8g, Carbs = 53.9g, Total Calories = 1050]",47.6,48.8,53.9,1050.0
Roast Chicken Thighs with Peas and Mint,roast-chicken-thighs-with-peas-and-mint,"[Protein = 44.2g, Fat = 45.6g, Carbs = 59.3g, Total Calories = 1010]",44.2,45.6,59.3,1010.0
Chile-and-Citrus–Rubbed Chicken with Potatoes,chile-and-citrus-rubbed-chicken-with-potatoes,"[Protein = 51.4g, Fat = 49.5g, Carbs = 73.2g, Total Calories = 1130]",51.4,49.5,73.2,1130.0
Chicken Saltimbocca with Crunchy Pea Salad,chicken-saltimbocca-with-crunchy-pea-salad,"[Protein = 30.5g, Fat = 42.1g, Carbs = 58.6g, Total Calories = 950]",30.5,42.1,58.6,950.0
Ginger-Scallion Ramen Noodles,ginger-scallion-ramen-noodles,"[Protein = 23.4g, Fat = 33.5g, Carbs = 64.7g, Total Calories = 860]",23.4,33.5,64.7,860.0
Cold Soba Noodles with Jammy Eggs and Peas,cold-soba-noodles-with-jammy-eggs-and-peas,"[Protein = 22.5g, Fat = 29.3g, Carbs = 51.4g, Total Calories = 770]",22.5,29.3,51.4,770.0
Weeknight Steak and Rice Noodle Salad,weeknight-steak-and-rice-noodle-salad,"[Protein = 30.1g, Fat = 43.2g, Carbs = 54.8g, Total Calories = 930]",30.1,43.2,54.8,930.0
Better-Than-Takeout Stir-Fried Udon,better-than-takeout-stir-fried-udon,"[Protein = 22.8g, Fat = 34.1g, Carbs = 56.7g, Total Calories = 800]",22.8,34.1,56.7,800.0
Chicken Brodo with Spring Vegetables and Fried Bread,chicken-brodo-with-spring-vegetables-and-fried-bread,"[Protein = 27.8g, Fat = 53.1g, Carbs = 63.3g, Total Calories = 1030]",27.8,53.1,63.3,1030.0
Brothy Noodle Bowl with Mushrooms and Chiles,brothy-noodle-bowl-with-mushrooms-and-chiles,"[Protein = 14.2g, Fat = 39.6g, Carbs = 45.7g, Total Calories = 730]",14.2,39.6,45.7,730.0
Scrunched Cabbage Salad with Grapefruit and Chiles,scrunched-cabbage-salad-with-grapefruit-and-chiles,"[Protein = 6.8g, Fat = 21.4g, Carbs = 39.2g, Total Calories = 520]",6.8,21.4,39.2,520.0
Pickled Hot Chiles,pickled-hot-chiles,"[Protein = 4.1g, Fat = 7.3g, Carbs = 33.9g, Total Calories = 200]",4.1,7.3,33.9,200.0
Cashew Chicken,cashew-chicken,"[Protein = 38.7g, Fat = 31.1g, Carbs = 55.7g, Total Calories = 880]",38.7,31.1,55.7,880.0
Little Wedge Salad with Sour Cream Dressing,little-wedge-salad-with-sour-cream-dressing,"[Protein = 10.7g, Fat = 36.5g, Carbs = 56.3g, Total Calories = 740]",10.7,36.5,56.3,740.0
Ice Water Salad,ice-water-shaved-vegetable-salad,"[Protein = 17.3g, Fat = 38.8g, Carbs = 49.6g, Total Calories = 800]",17.3,38.8,49.6,800.0
Everyday Greens Salad,everyday-greens-salad,"[Protein = 9.2g, Fat = 27.6g, Carbs = 51.7g, Total Calories = 680]",9.2,27.6,51.7,680.0
Dinner Salad with Radicchio and Roasted Sweet Potatoes,dinner-salad-with-radicchio-and-roasted-sweet-potatoes,"[Protein = 14.7g, Fat = 39.2g, Carbs = 48.1g, Total Calories = 770]",14.7,39.2,48.1,770.0
Skirt Steak with Spicy Coconut Dressing,skirt-steak-with-spicy-coconut-dressing,"[Protein = 23.4g, Fat = 33.5g, Carbs = 64.7g, Total Calories = 860]",23.4,33.5,64.7,860.0
Caramelized Onion Pasta,caramelized-onion-pasta,"[Protein = 13.2g, Fat = 29.5g, Carbs = 49.4g, Total Calories = 760]",13.2,29.5,49.4,760.0
Sesame Pork Burgers with Sweet and Spicy Slaw,sesame-pork-burgers-with-sweet-and-spicy-slaw,"[Protein = 14.7g, Fat = 30.5g, Carbs = 51.2g, Total Calories = 770]",14.7,30.5,51.2,770.0
Cheesy Loaded Sweet Potatoes,cheesy-loaded-sweet-potatoes,"[Protein = 31.2g, Fat = 17.5g, Carbs = 47.9g, Total Calories = 670]",31.2,17.5,47.9,670.0
Garlicky Panko Toasties,garlicky-panko-toasties,"[Protein = 3.6g, Fat = 15.7g, Carbs = 45.1g, Total Calories = 290]",3.6,15.7,45.1,290.0
Garlic–Brown Butter Croutons,garlic-brown-butter-croutons,"[Protein = 12.8g, Fat = 29.3g, Carbs = 53.4g, Total Calories = 690]",12.8,29.3,53.4,690.0
Sesame Salt,sesame-salt,"[Protein = 5.1g, Fat = 31.9g, Carbs = 32.6g, Total Calories = 610]",5.1,31.9,32.6,610.0
Gina’s Arancini (Italian Rice Balls),arancini-italian-rice-balls-with-prosciutto-parmesan,"[Protein = 13.4g, Fat = 34.7g, Carbs = 62.5g, Total Calories = 800]",13.4,34.7,62.5,800.0
Safoi’s Moroccan Chicken Tagine,safois-moroccan-chicken-tagine,"[Protein = 47.6g, Fat = 48.8g, Carbs = 53.9g, Total Calories = 1050]",47.6,48.8,53.9,1050.0
Champagne Punch with Brandy and Citrus,champagne-punch-241174,"[Protein = 44.2g, Fat = 45.6g, Carbs = 59.3g, Total Calories = 1010]",44.2,45.6,59.3,1010.0
"Braised Leeks, Peas, and Lettuce",braised-leeks-peas-and-lettuce,"[Protein = 14.2g, Fat = 46.3g, Carbs = 51.2g, Total Calories = 780]",14.2,46.3,51.2,780.0
Deep Dish Quiche with Garnishes,deep-dish-quiche-with-garnishes,"[Protein = 34.1g, Fat = 55.3g, Carbs = 72.9g, Total Calories = 950]",34.1,55.3,72.9,950.0
Crispy Skin Chicken with Dill and Garlic Sauce,crispy-skin-chicken-with-dill-and-garlic-sauce,"[Protein = 84.1g, Fat = 60.2g, Carbs = 45.1g, Total Calories = 1100]",84.1,60.2,45.1,1100.0
Liu Shaokun's Spicy Buckwheat Noodles with Chicken,liu-shaokuns-spicy-buckwheat-noodles-with-chicken-107966,"[Protein = 38.6g, Fat = 16.5g, Carbs = 50.7g, Total Calories = 680]",38.6,16.5,50.7,680.0
Foolproof Grilled Chicken,foolproof-grilled-chicken-108166,"[Protein = 50.3g, Fat = 38.1g, Carbs = 70.4g, Total Calories = 930]",50.3,38.1,70.4,930.0
Bacon and Cheddar Toasts,bacon-and-cheddar-toasts-109432,"[Protein = 33.4g, Fat = 47.5g, Carbs = 21.1g, Total Calories = 740]",33.4,47.5,21.1,740.0
Manicotti,manicotti-109442,"[Protein = 42.5g, Fat = 42.6g, Carbs = 52.1g, Total Calories = 890]",42.5,42.6,52.1,890.0
Spring Pea Fish Chowder,spring-pea-fish-chowder,"[Protein = 48.2g, Fat = 42.1g, Carbs = 62.5g, Total Calories = 950]",48.2,42.1,62.5,950.0
